"MTU (CET/CEST)","Area","Generation Forecast (MW)","Actual Generation (MW)","Scheduled Consumption (MW)"
"21/01/2025 16:00:00 - 21/01/2025 16:30:00","CTA|IE","n/e","2804.02","n/e"
"21/01/2025 16:30:00 - 21/01/2025 17:00:00","CTA|IE","n/e","2965.06","n/e"
"21/01/2025 17:00:00 - 21/01/2025 17:30:00","CTA|IE","n/e","3071.59","n/e"
"21/01/2025 17:30:00 - 21/01/2025 18:00:00","CTA|IE","n/e","3374.89","n/e"
"21/01/2025 18:00:00 - 21/01/2025 18:30:00","CTA|IE","n/e","3647.54","n/e"
"21/01/2025 18:30:00 - 21/01/2025 19:00:00","CTA|IE","n/e","3693.37","n/e"
"21/01/2025 19:00:00 - 21/01/2025 19:30:00","CTA|IE","n/e","3735.93","n/e"
"21/01/2025 19:30:00 - 21/01/2025 20:00:00","CTA|IE","n/e","3705.82","n/e"
"21/01/2025 20:00:00 - 21/01/2025 20:30:00","CTA|IE","n/e","3565.79","n/e"
"21/01/2025 20:30:00 - 21/01/2025 21:00:00","CTA|IE","n/e","3427.23","n/e"
"21/01/2025 21:00:00 - 21/01/2025 21:30:00","CTA|IE","n/e","3230.47","n/e"
"21/01/2025 21:30:00 - 21/01/2025 22:00:00","CTA|IE","n/e","3208.45","n/e"
"21/01/2025 22:00:00 - 21/01/2025 22:30:00","CTA|IE","n/e","3068.94","n/e"
"21/01/2025 22:30:00 - 21/01/2025 23:00:00","CTA|IE","n/e","2956.12","n/e"
"21/01/2025 23:00:00 - 21/01/2025 23:30:00","CTA|IE","n/e","2868.59","n/e"
"21/01/2025 23:30:00 - 22/01/2025 00:00:00","CTA|IE","n/e","2676.86","n/e"
"22/01/2025 00:00:00 - 22/01/2025 00:30:00","CTA|IE","n/e","2475.18","n/e"
"22/01/2025 00:30:00 - 22/01/2025 01:00:00","CTA|IE","n/e","2381.55","n/e"
"22/01/2025 01:00:00 - 22/01/2025 01:30:00","CTA|IE","n/e","2274.73","n/e"
"22/01/2025 01:30:00 - 22/01/2025 02:00:00","CTA|IE","n/e","2345.07","n/e"
"22/01/2025 02:00:00 - 22/01/2025 02:30:00","CTA|IE","n/e","2213.95","n/e"
"22/01/2025 02:30:00 - 22/01/2025 03:00:00","CTA|IE","n/e","2245.63","n/e"
"22/01/2025 03:00:00 - 22/01/2025 03:30:00","CTA|IE","n/e","2204.47","n/e"
"22/01/2025 03:30:00 - 22/01/2025 04:00:00","CTA|IE","n/e","2302.38","n/e"
"22/01/2025 04:00:00 - 22/01/2025 04:30:00","CTA|IE","n/e","2270.15","n/e"
"22/01/2025 04:30:00 - 22/01/2025 05:00:00","CTA|IE","n/e","2254.37","n/e"
"22/01/2025 05:00:00 - 22/01/2025 05:30:00","CTA|IE","n/e","2166.44","n/e"
"22/01/2025 05:30:00 - 22/01/2025 06:00:00","CTA|IE","n/e","2133.16","n/e"
"22/01/2025 06:00:00 - 22/01/2025 06:30:00","CTA|IE","n/e","2144.47","n/e"
"22/01/2025 06:30:00 - 22/01/2025 07:00:00","CTA|IE","n/e","2321.08","n/e"
"22/01/2025 07:00:00 - 22/01/2025 07:30:00","CTA|IE","n/e","2513.32","n/e"
"22/01/2025 07:30:00 - 22/01/2025 08:00:00","CTA|IE","n/e","2849.40","n/e"
"22/01/2025 08:00:00 - 22/01/2025 08:30:00","CTA|IE","n/e","2985.50","n/e"
"22/01/2025 08:30:00 - 22/01/2025 09:00:00","CTA|IE","n/e","3160.75","n/e"
"22/01/2025 09:00:00 - 22/01/2025 09:30:00","CTA|IE","n/e","3286.53","n/e"
"22/01/2025 09:30:00 - 22/01/2025 10:00:00","CTA|IE","n/e","3224.50","n/e"
"22/01/2025 10:00:00 - 22/01/2025 10:30:00","CTA|IE","n/e","3374.91","n/e"
"22/01/2025 10:30:00 - 22/01/2025 11:00:00","CTA|IE","n/e","3559.48","n/e"
"22/01/2025 11:00:00 - 22/01/2025 11:30:00","CTA|IE","n/e","3466.47","n/e"
"22/01/2025 11:30:00 - 22/01/2025 12:00:00","CTA|IE","n/e","3418.13","n/e"
"22/01/2025 12:00:00 - 22/01/2025 12:30:00","CTA|IE","n/e","3410.06","n/e"
"22/01/2025 12:30:00 - 22/01/2025 13:00:00","CTA|IE","n/e","3282.05","n/e"
"22/01/2025 13:00:00 - 22/01/2025 13:30:00","CTA|IE","n/e","3300.59","n/e"
"22/01/2025 13:30:00 - 22/01/2025 14:00:00","CTA|IE","n/e","3329.90","n/e"
"22/01/2025 14:00:00 - 22/01/2025 14:30:00","CTA|IE","n/e","3429.77","n/e"
"22/01/2025 14:30:00 - 22/01/2025 15:00:00","CTA|IE","n/e","3555.30","n/e"
"22/01/2025 15:00:00 - 22/01/2025 15:30:00","CTA|IE","n/e","3564.48","n/e"
"22/01/2025 15:30:00 - 22/01/2025 16:00:00","CTA|IE","n/e","3606.32","n/e"
"22/01/2025 16:00:00 - 22/01/2025 16:30:00","CTA|IE","n/e","3614.79","n/e"
"22/01/2025 16:30:00 - 22/01/2025 17:00:00","CTA|IE","n/e","3766.11","n/e"
"22/01/2025 17:00:00 - 22/01/2025 17:30:00","CTA|IE","n/e","4036.87","n/e"
"22/01/2025 17:30:00 - 22/01/2025 18:00:00","CTA|IE","n/e","4197.40","n/e"
"22/01/2025 18:00:00 - 22/01/2025 18:30:00","CTA|IE","n/e","4268.06","n/e"
"22/01/2025 18:30:00 - 22/01/2025 19:00:00","CTA|IE","n/e","4325.34","n/e"
"22/01/2025 19:00:00 - 22/01/2025 19:30:00","CTA|IE","n/e","4296.87","n/e"
"22/01/2025 19:30:00 - 22/01/2025 20:00:00","CTA|IE","n/e","4253.39","n/e"
"22/01/2025 20:00:00 - 22/01/2025 20:30:00","CTA|IE","n/e","4249.09","n/e"
"22/01/2025 20:30:00 - 22/01/2025 21:00:00","CTA|IE","n/e","4196.12","n/e"
"22/01/2025 21:00:00 - 22/01/2025 21:30:00","CTA|IE","n/e","3846.86","n/e"
"22/01/2025 21:30:00 - 22/01/2025 22:00:00","CTA|IE","n/e","3757.69","n/e"
"22/01/2025 22:00:00 - 22/01/2025 22:30:00","CTA|IE","n/e","3602.26","n/e"
"22/01/2025 22:30:00 - 22/01/2025 23:00:00","CTA|IE","n/e","3298.56","n/e"
"22/01/2025 23:00:00 - 22/01/2025 23:30:00","CTA|IE","n/e","3278.16","n/e"
"22/01/2025 23:30:00 - 23/01/2025 00:00:00","CTA|IE","n/e","3055.41","n/e"
"23/01/2025 00:00:00 - 23/01/2025 00:30:00","CTA|IE","n/e","2827.89","n/e"
"23/01/2025 00:30:00 - 23/01/2025 01:00:00","CTA|IE","n/e","2862.26","n/e"
"23/01/2025 01:00:00 - 23/01/2025 01:30:00","CTA|IE","n/e","2799.43","n/e"
"23/01/2025 01:30:00 - 23/01/2025 02:00:00","CTA|IE","n/e","2769.33","n/e"
"23/01/2025 02:00:00 - 23/01/2025 02:30:00","CTA|IE","n/e","2895.59","n/e"
"23/01/2025 02:30:00 - 23/01/2025 03:00:00","CTA|IE","n/e","3181.16","n/e"
"23/01/2025 03:00:00 - 23/01/2025 03:30:00","CTA|IE","n/e","3245.62","n/e"
"23/01/2025 03:30:00 - 23/01/2025 04:00:00","CTA|IE","n/e","3384.18","n/e"
"23/01/2025 04:00:00 - 23/01/2025 04:30:00","CTA|IE","n/e","3458.10","n/e"
"23/01/2025 04:30:00 - 23/01/2025 05:00:00","CTA|IE","n/e","3445.13","n/e"
"23/01/2025 05:00:00 - 23/01/2025 05:30:00","CTA|IE","n/e","3490.58","n/e"
"23/01/2025 05:30:00 - 23/01/2025 06:00:00","CTA|IE","n/e","3604.60","n/e"
"23/01/2025 06:00:00 - 23/01/2025 06:30:00","CTA|IE","n/e","3651.24","n/e"
"23/01/2025 06:30:00 - 23/01/2025 07:00:00","CTA|IE","n/e","3792.59","n/e"
"23/01/2025 07:00:00 - 23/01/2025 07:30:00","CTA|IE","n/e","3990.06","n/e"
"23/01/2025 07:30:00 - 23/01/2025 08:00:00","CTA|IE","n/e","4160.77","n/e"
"23/01/2025 08:00:00 - 23/01/2025 08:30:00","CTA|IE","n/e","3942.87","n/e"
"23/01/2025 08:30:00 - 23/01/2025 09:00:00","CTA|IE","n/e","3905.34","n/e"
"23/01/2025 09:00:00 - 23/01/2025 09:30:00","CTA|IE","n/e","4190.52","n/e"
"23/01/2025 09:30:00 - 23/01/2025 10:00:00","CTA|IE","n/e","4219.57","n/e"
"23/01/2025 10:00:00 - 23/01/2025 10:30:00","CTA|IE","n/e","4221.10","n/e"
"23/01/2025 10:30:00 - 23/01/2025 11:00:00","CTA|IE","n/e","4332.37","n/e"
"23/01/2025 11:00:00 - 23/01/2025 11:30:00","CTA|IE","n/e","4385.35","n/e"
"23/01/2025 11:30:00 - 23/01/2025 12:00:00","CTA|IE","n/e","4277.95","n/e"
"23/01/2025 12:00:00 - 23/01/2025 12:30:00","CTA|IE","n/e","4276.14","n/e"
"23/01/2025 12:30:00 - 23/01/2025 13:00:00","CTA|IE","n/e","4231.64","n/e"
"23/01/2025 13:00:00 - 23/01/2025 13:30:00","CTA|IE","n/e","4146.59","n/e"
"23/01/2025 13:30:00 - 23/01/2025 14:00:00","CTA|IE","n/e","4046.52","n/e"
"23/01/2025 14:00:00 - 23/01/2025 14:30:00","CTA|IE","n/e","3968.55","n/e"
"23/01/2025 14:30:00 - 23/01/2025 15:00:00","CTA|IE","n/e","3503.75","n/e"
"23/01/2025 15:00:00 - 23/01/2025 15:30:00","CTA|IE","n/e","3357.34","n/e"
"23/01/2025 15:30:00 - 23/01/2025 16:00:00","CTA|IE","n/e","3154.17","n/e"
"23/01/2025 16:00:00 - 23/01/2025 16:30:00","CTA|IE","n/e","3098.24","n/e"
"23/01/2025 16:30:00 - 23/01/2025 17:00:00","CTA|IE","n/e","3054.68","n/e"
"23/01/2025 17:00:00 - 23/01/2025 17:30:00","CTA|IE","n/e","3044.48","n/e"
"23/01/2025 17:30:00 - 23/01/2025 18:00:00","CTA|IE","n/e","3181.43","n/e"
"23/01/2025 18:00:00 - 23/01/2025 18:30:00","CTA|IE","n/e","3249.86","n/e"
"23/01/2025 18:30:00 - 23/01/2025 19:00:00","CTA|IE","n/e","3405.50","n/e"
"23/01/2025 19:00:00 - 23/01/2025 19:30:00","CTA|IE","n/e","3486.96","n/e"
"23/01/2025 19:30:00 - 23/01/2025 20:00:00","CTA|IE","n/e","3476.40","n/e"
"23/01/2025 20:00:00 - 23/01/2025 20:30:00","CTA|IE","n/e","3659.35","n/e"
"23/01/2025 20:30:00 - 23/01/2025 21:00:00","CTA|IE","n/e","3581.03","n/e"
"23/01/2025 21:00:00 - 23/01/2025 21:30:00","CTA|IE","n/e","3508.53","n/e"
"23/01/2025 21:30:00 - 23/01/2025 22:00:00","CTA|IE","n/e","3629.42","n/e"
"23/01/2025 22:00:00 - 23/01/2025 22:30:00","CTA|IE","n/e","3836.04","n/e"
"23/01/2025 22:30:00 - 23/01/2025 23:00:00","CTA|IE","n/e","4020.97","n/e"
"23/01/2025 23:00:00 - 23/01/2025 23:30:00","CTA|IE","n/e","3989.30","n/e"
"23/01/2025 23:30:00 - 24/01/2025 00:00:00","CTA|IE","n/e","3923.42","n/e"
"24/01/2025 00:00:00 - 24/01/2025 00:30:00","CTA|IE","n/e","3927.33","n/e"
"24/01/2025 00:30:00 - 24/01/2025 01:00:00","CTA|IE","n/e","3564.29","n/e"
"24/01/2025 01:00:00 - 24/01/2025 01:30:00","CTA|IE","n/e","3441.09","n/e"
"24/01/2025 01:30:00 - 24/01/2025 02:00:00","CTA|IE","n/e","3219.41","n/e"
"24/01/2025 02:00:00 - 24/01/2025 02:30:00","CTA|IE","n/e","2902.44","n/e"
"24/01/2025 02:30:00 - 24/01/2025 03:00:00","CTA|IE","n/e","2617.37","n/e"
"24/01/2025 03:00:00 - 24/01/2025 03:30:00","CTA|IE","n/e","2366.73","n/e"
"24/01/2025 03:30:00 - 24/01/2025 04:00:00","CTA|IE","n/e","2190.95","n/e"
"24/01/2025 04:00:00 - 24/01/2025 04:30:00","CTA|IE","n/e","2068.68","n/e"
"24/01/2025 04:30:00 - 24/01/2025 05:00:00","CTA|IE","n/e","1967.28","n/e"
"24/01/2025 05:00:00 - 24/01/2025 05:30:00","CTA|IE","n/e","1846.04","n/e"
"24/01/2025 05:30:00 - 24/01/2025 06:00:00","CTA|IE","n/e","1767.38","n/e"
"24/01/2025 06:00:00 - 24/01/2025 06:30:00","CTA|IE","n/e","1723.43","n/e"
"24/01/2025 06:30:00 - 24/01/2025 07:00:00","CTA|IE","n/e","1667.53","n/e"
"24/01/2025 07:00:00 - 24/01/2025 07:30:00","CTA|IE","n/e","1662.51","n/e"
"24/01/2025 07:30:00 - 24/01/2025 08:00:00","CTA|IE","n/e","1791.40","n/e"
"24/01/2025 08:00:00 - 24/01/2025 08:30:00","CTA|IE","n/e","1867.13","n/e"
"24/01/2025 08:30:00 - 24/01/2025 09:00:00","CTA|IE","n/e","1998.80","n/e"
"24/01/2025 09:00:00 - 24/01/2025 09:30:00","CTA|IE","n/e","1980.12","n/e"
"24/01/2025 09:30:00 - 24/01/2025 10:00:00","CTA|IE","n/e","2030.69","n/e"
"24/01/2025 10:00:00 - 24/01/2025 10:30:00","CTA|IE","n/e","2115.40","n/e"
"24/01/2025 10:30:00 - 24/01/2025 11:00:00","CTA|IE","n/e","2124.81","n/e"
"24/01/2025 11:00:00 - 24/01/2025 11:30:00","CTA|IE","n/e","2197.76","n/e"
"24/01/2025 11:30:00 - 24/01/2025 12:00:00","CTA|IE","n/e","2258.16","n/e"
"24/01/2025 12:00:00 - 24/01/2025 12:30:00","CTA|IE","n/e","2381.99","n/e"
"24/01/2025 12:30:00 - 24/01/2025 13:00:00","CTA|IE","n/e","2597.10","n/e"
"24/01/2025 13:00:00 - 24/01/2025 13:30:00","CTA|IE","n/e","2772.31","n/e"
"24/01/2025 13:30:00 - 24/01/2025 14:00:00","CTA|IE","n/e","2955.78","n/e"
"24/01/2025 14:00:00 - 24/01/2025 14:30:00","CTA|IE","n/e","2896.93","n/e"
"24/01/2025 14:30:00 - 24/01/2025 15:00:00","CTA|IE","n/e","2700.21","n/e"
"24/01/2025 15:00:00 - 24/01/2025 15:30:00","CTA|IE","n/e","2655.31","n/e"
"24/01/2025 15:30:00 - 24/01/2025 16:00:00","CTA|IE","n/e","2761.20","n/e"
"24/01/2025 16:00:00 - 24/01/2025 16:30:00","CTA|IE","n/e","2851.20","n/e"
"24/01/2025 16:30:00 - 24/01/2025 17:00:00","CTA|IE","n/e","3030.45","n/e"
"24/01/2025 17:00:00 - 24/01/2025 17:30:00","CTA|IE","n/e","3177.39","n/e"
"24/01/2025 17:30:00 - 24/01/2025 18:00:00","CTA|IE","n/e","3200.79","n/e"
"24/01/2025 18:00:00 - 24/01/2025 18:30:00","CTA|IE","n/e","3331.07","n/e"
"24/01/2025 18:30:00 - 24/01/2025 19:00:00","CTA|IE","n/e","3571.12","n/e"
"24/01/2025 19:00:00 - 24/01/2025 19:30:00","CTA|IE","n/e","3575.55","n/e"
"24/01/2025 19:30:00 - 24/01/2025 20:00:00","CTA|IE","n/e","3558.45","n/e"
"24/01/2025 20:00:00 - 24/01/2025 20:30:00","CTA|IE","n/e","3574.30","n/e"
"24/01/2025 20:30:00 - 24/01/2025 21:00:00","CTA|IE","n/e","3370.22","n/e"
"24/01/2025 21:00:00 - 24/01/2025 21:30:00","CTA|IE","n/e","3297.65","n/e"
"24/01/2025 21:30:00 - 24/01/2025 22:00:00","CTA|IE","n/e","3279.50","n/e"
"24/01/2025 22:00:00 - 24/01/2025 22:30:00","CTA|IE","n/e","3181.56","n/e"
"24/01/2025 22:30:00 - 24/01/2025 23:00:00","CTA|IE","n/e","2920.56","n/e"
"24/01/2025 23:00:00 - 24/01/2025 23:30:00","CTA|IE","n/e","2632.93","n/e"
"24/01/2025 23:30:00 - 25/01/2025 00:00:00","CTA|IE","n/e","2447.26","n/e"
"25/01/2025 00:00:00 - 25/01/2025 00:30:00","CTA|IE","n/e","2346.21","n/e"
"25/01/2025 00:30:00 - 25/01/2025 01:00:00","CTA|IE","n/e","2271.02","n/e"
"25/01/2025 01:00:00 - 25/01/2025 01:30:00","CTA|IE","n/e","2121.11","n/e"
"25/01/2025 01:30:00 - 25/01/2025 02:00:00","CTA|IE","n/e","2147.44","n/e"
"25/01/2025 02:00:00 - 25/01/2025 02:30:00","CTA|IE","n/e","2138.88","n/e"
"25/01/2025 02:30:00 - 25/01/2025 03:00:00","CTA|IE","n/e","2172.69","n/e"
"25/01/2025 03:00:00 - 25/01/2025 03:30:00","CTA|IE","n/e","2082.28","n/e"
"25/01/2025 03:30:00 - 25/01/2025 04:00:00","CTA|IE","n/e","2102.74","n/e"
"25/01/2025 04:00:00 - 25/01/2025 04:30:00","CTA|IE","n/e","2100.98","n/e"
"25/01/2025 04:30:00 - 25/01/2025 05:00:00","CTA|IE","n/e","1993.80","n/e"
"25/01/2025 05:00:00 - 25/01/2025 05:30:00","CTA|IE","n/e","2008.14","n/e"
"25/01/2025 05:30:00 - 25/01/2025 06:00:00","CTA|IE","n/e","1966.47","n/e"
"25/01/2025 06:00:00 - 25/01/2025 06:30:00","CTA|IE","n/e","1990.59","n/e"
"25/01/2025 06:30:00 - 25/01/2025 07:00:00","CTA|IE","n/e","2026.01","n/e"
"25/01/2025 07:00:00 - 25/01/2025 07:30:00","CTA|IE","n/e","2068.38","n/e"
"25/01/2025 07:30:00 - 25/01/2025 08:00:00","CTA|IE","n/e","2143.29","n/e"
"25/01/2025 08:00:00 - 25/01/2025 08:30:00","CTA|IE","n/e","2112.83","n/e"
"25/01/2025 08:30:00 - 25/01/2025 09:00:00","CTA|IE","n/e","2061.09","n/e"
"25/01/2025 09:00:00 - 25/01/2025 09:30:00","CTA|IE","n/e","2172.34","n/e"
"25/01/2025 09:30:00 - 25/01/2025 10:00:00","CTA|IE","n/e","2329.90","n/e"
"25/01/2025 10:00:00 - 25/01/2025 10:30:00","CTA|IE","n/e","2369.49","n/e"
"25/01/2025 10:30:00 - 25/01/2025 11:00:00","CTA|IE","n/e","2384.01","n/e"
"25/01/2025 11:00:00 - 25/01/2025 11:30:00","CTA|IE","n/e","2440.22","n/e"
"25/01/2025 11:30:00 - 25/01/2025 12:00:00","CTA|IE","n/e","2445.38","n/e"
"25/01/2025 12:00:00 - 25/01/2025 12:30:00","CTA|IE","n/e","2489.23","n/e"
"25/01/2025 12:30:00 - 25/01/2025 13:00:00","CTA|IE","n/e","2446.67","n/e"
"25/01/2025 13:00:00 - 25/01/2025 13:30:00","CTA|IE","n/e","2511.13","n/e"
"25/01/2025 13:30:00 - 25/01/2025 14:00:00","CTA|IE","n/e","2705.07","n/e"
"25/01/2025 14:00:00 - 25/01/2025 14:30:00","CTA|IE","n/e","2787.10","n/e"
"25/01/2025 14:30:00 - 25/01/2025 15:00:00","CTA|IE","n/e","2849.28","n/e"
"25/01/2025 15:00:00 - 25/01/2025 15:30:00","CTA|IE","n/e","2774.45","n/e"
"25/01/2025 15:30:00 - 25/01/2025 16:00:00","CTA|IE","n/e","2791.22","n/e"
"25/01/2025 16:00:00 - 25/01/2025 16:30:00","CTA|IE","n/e","2939.11","n/e"
"25/01/2025 16:30:00 - 25/01/2025 17:00:00","CTA|IE","n/e","3016.67","n/e"
"25/01/2025 17:00:00 - 25/01/2025 17:30:00","CTA|IE","n/e","3071.28","n/e"
"25/01/2025 17:30:00 - 25/01/2025 18:00:00","CTA|IE","n/e","3167.37","n/e"
"25/01/2025 18:00:00 - 25/01/2025 18:30:00","CTA|IE","n/e","3094.62","n/e"
"25/01/2025 18:30:00 - 25/01/2025 19:00:00","CTA|IE","n/e","3334.43","n/e"
"25/01/2025 19:00:00 - 25/01/2025 19:30:00","CTA|IE","n/e","3297.51","n/e"
"25/01/2025 19:30:00 - 25/01/2025 20:00:00","CTA|IE","n/e","3153.01","n/e"
"25/01/2025 20:00:00 - 25/01/2025 20:30:00","CTA|IE","n/e","3136.57","n/e"
"25/01/2025 20:30:00 - 25/01/2025 21:00:00","CTA|IE","n/e","2992.55","n/e"
"25/01/2025 21:00:00 - 25/01/2025 21:30:00","CTA|IE","n/e","2939.85","n/e"
"25/01/2025 21:30:00 - 25/01/2025 22:00:00","CTA|IE","n/e","2753.07","n/e"
"25/01/2025 22:00:00 - 25/01/2025 22:30:00","CTA|IE","n/e","2789.93","n/e"
"25/01/2025 22:30:00 - 25/01/2025 23:00:00","CTA|IE","n/e","2780.62","n/e"
"25/01/2025 23:00:00 - 25/01/2025 23:30:00","CTA|IE","n/e","2730.15","n/e"
"25/01/2025 23:30:00 - 26/01/2025 00:00:00","CTA|IE","n/e","2650.30","n/e"
"26/01/2025 00:00:00 - 26/01/2025 00:30:00","CTA|IE","n/e","2612.22","n/e"
"26/01/2025 00:30:00 - 26/01/2025 01:00:00","CTA|IE","n/e","2654.64","n/e"
"26/01/2025 01:00:00 - 26/01/2025 01:30:00","CTA|IE","n/e","2607.93","n/e"
"26/01/2025 01:30:00 - 26/01/2025 02:00:00","CTA|IE","n/e","2688.76","n/e"
"26/01/2025 02:00:00 - 26/01/2025 02:30:00","CTA|IE","n/e","2645.07","n/e"
"26/01/2025 02:30:00 - 26/01/2025 03:00:00","CTA|IE","n/e","2658.82","n/e"
"26/01/2025 03:00:00 - 26/01/2025 03:30:00","CTA|IE","n/e","2597.42","n/e"
"26/01/2025 03:30:00 - 26/01/2025 04:00:00","CTA|IE","n/e","2736.69","n/e"
"26/01/2025 04:00:00 - 26/01/2025 04:30:00","CTA|IE","n/e","2596.33","n/e"
"26/01/2025 04:30:00 - 26/01/2025 05:00:00","CTA|IE","n/e","2686.96","n/e"
"26/01/2025 05:00:00 - 26/01/2025 05:30:00","CTA|IE","n/e","2689.98","n/e"
"26/01/2025 05:30:00 - 26/01/2025 06:00:00","CTA|IE","n/e","2576.93","n/e"
"26/01/2025 06:00:00 - 26/01/2025 06:30:00","CTA|IE","n/e","2674.49","n/e"
"26/01/2025 06:30:00 - 26/01/2025 07:00:00","CTA|IE","n/e","2857.32","n/e"
"26/01/2025 07:00:00 - 26/01/2025 07:30:00","CTA|IE","n/e","2930.10","n/e"
"26/01/2025 07:30:00 - 26/01/2025 08:00:00","CTA|IE","n/e","2952.36","n/e"
"26/01/2025 08:00:00 - 26/01/2025 08:30:00","CTA|IE","n/e","2915.00","n/e"
"26/01/2025 08:30:00 - 26/01/2025 09:00:00","CTA|IE","n/e","3030.97","n/e"
"26/01/2025 09:00:00 - 26/01/2025 09:30:00","CTA|IE","n/e","3063.07","n/e"
"26/01/2025 09:30:00 - 26/01/2025 10:00:00","CTA|IE","n/e","3208.01","n/e"
"26/01/2025 10:00:00 - 26/01/2025 10:30:00","CTA|IE","n/e","3337.80","n/e"
"26/01/2025 10:30:00 - 26/01/2025 11:00:00","CTA|IE","n/e","3614.36","n/e"
"26/01/2025 11:00:00 - 26/01/2025 11:30:00","CTA|IE","n/e","3731.82","n/e"
"26/01/2025 11:30:00 - 26/01/2025 12:00:00","CTA|IE","n/e","3775.21","n/e"
"26/01/2025 12:00:00 - 26/01/2025 12:30:00","CTA|IE","n/e","3916.42","n/e"
"26/01/2025 12:30:00 - 26/01/2025 13:00:00","CTA|IE","n/e","3785.01","n/e"
"26/01/2025 13:00:00 - 26/01/2025 13:30:00","CTA|IE","n/e","3700.49","n/e"
"26/01/2025 13:30:00 - 26/01/2025 14:00:00","CTA|IE","n/e","3830.04","n/e"
"26/01/2025 14:00:00 - 26/01/2025 14:30:00","CTA|IE","n/e","3953.22","n/e"
"26/01/2025 14:30:00 - 26/01/2025 15:00:00","CTA|IE","n/e","3926.41","n/e"
"26/01/2025 15:00:00 - 26/01/2025 15:30:00","CTA|IE","n/e","4024.36","n/e"
"26/01/2025 15:30:00 - 26/01/2025 16:00:00","CTA|IE","n/e","4011.14","n/e"
"26/01/2025 16:00:00 - 26/01/2025 16:30:00","CTA|IE","n/e","3937.65","n/e"
"26/01/2025 16:30:00 - 26/01/2025 17:00:00","CTA|IE","n/e","3901.46","n/e"
"26/01/2025 17:00:00 - 26/01/2025 17:30:00","CTA|IE","n/e","3954.47","n/e"
"26/01/2025 17:30:00 - 26/01/2025 18:00:00","CTA|IE","n/e","4020.23","n/e"
"26/01/2025 18:00:00 - 26/01/2025 18:30:00","CTA|IE","n/e","4069.51","n/e"
"26/01/2025 18:30:00 - 26/01/2025 19:00:00","CTA|IE","n/e","4149.99","n/e"
"26/01/2025 19:00:00 - 26/01/2025 19:30:00","CTA|IE","n/e","4087.84","n/e"
"26/01/2025 19:30:00 - 26/01/2025 20:00:00","CTA|IE","n/e","3938.43","n/e"
"26/01/2025 20:00:00 - 26/01/2025 20:30:00","CTA|IE","n/e","3810.88","n/e"
"26/01/2025 20:30:00 - 26/01/2025 21:00:00","CTA|IE","n/e","3760.01","n/e"
"26/01/2025 21:00:00 - 26/01/2025 21:30:00","CTA|IE","n/e","3728.29","n/e"
"26/01/2025 21:30:00 - 26/01/2025 22:00:00","CTA|IE","n/e","3703.94","n/e"
"26/01/2025 22:00:00 - 26/01/2025 22:30:00","CTA|IE","n/e","3568.96","n/e"
"26/01/2025 22:30:00 - 26/01/2025 23:00:00","CTA|IE","n/e","3461.56","n/e"
"26/01/2025 23:00:00 - 26/01/2025 23:30:00","CTA|IE","n/e","3396.49","n/e"
"26/01/2025 23:30:00 - 27/01/2025 00:00:00","CTA|IE","n/e","3159.35","n/e"
"27/01/2025 00:00:00 - 27/01/2025 00:30:00","CTA|IE","n/e","2827.58","n/e"
"27/01/2025 00:30:00 - 27/01/2025 01:00:00","CTA|IE","n/e","2796.96","n/e"
"27/01/2025 01:00:00 - 27/01/2025 01:30:00","CTA|IE","n/e","2814.90","n/e"
"27/01/2025 01:30:00 - 27/01/2025 02:00:00","CTA|IE","n/e","2908.44","n/e"
"27/01/2025 02:00:00 - 27/01/2025 02:30:00","CTA|IE","n/e","2894.40","n/e"
"27/01/2025 02:30:00 - 27/01/2025 03:00:00","CTA|IE","n/e","2819.30","n/e"
"27/01/2025 03:00:00 - 27/01/2025 03:30:00","CTA|IE","n/e","2791.76","n/e"
"27/01/2025 03:30:00 - 27/01/2025 04:00:00","CTA|IE","n/e","2801.66","n/e"
"27/01/2025 04:00:00 - 27/01/2025 04:30:00","CTA|IE","n/e","2756.00","n/e"
"27/01/2025 04:30:00 - 27/01/2025 05:00:00","CTA|IE","n/e","2710.79","n/e"
"27/01/2025 05:00:00 - 27/01/2025 05:30:00","CTA|IE","n/e","2752.54","n/e"
"27/01/2025 05:30:00 - 27/01/2025 06:00:00","CTA|IE","n/e","2657.66","n/e"
"27/01/2025 06:00:00 - 27/01/2025 06:30:00","CTA|IE","n/e","2642.41","n/e"
"27/01/2025 06:30:00 - 27/01/2025 07:00:00","CTA|IE","n/e","2903.54","n/e"
"27/01/2025 07:00:00 - 27/01/2025 07:30:00","CTA|IE","n/e","3121.36","n/e"
"27/01/2025 07:30:00 - 27/01/2025 08:00:00","CTA|IE","n/e","3148.58","n/e"
"27/01/2025 08:00:00 - 27/01/2025 08:30:00","CTA|IE","n/e","3221.07","n/e"
"27/01/2025 08:30:00 - 27/01/2025 09:00:00","CTA|IE","n/e","3677.47","n/e"
"27/01/2025 09:00:00 - 27/01/2025 09:30:00","CTA|IE","n/e","3972.66","n/e"
"27/01/2025 09:30:00 - 27/01/2025 10:00:00","CTA|IE","n/e","4283.33","n/e"
"27/01/2025 10:00:00 - 27/01/2025 10:30:00","CTA|IE","n/e","4448.51","n/e"
"27/01/2025 10:30:00 - 27/01/2025 11:00:00","CTA|IE","n/e","4685.28","n/e"
