"MTU","Out Area","In Area","Physical Flow (MW)"
"21/03/2025 19:00:00 - 21/03/2025 20:00:00","BZN|GB","BZN|IE(SEM)","978.38"
"21/03/2025 20:00:00 - 21/03/2025 21:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"21/03/2025 20:00:00 - 21/03/2025 21:00:00","BZN|GB","BZN|IE(SEM)","978.43"
"21/03/2025 21:00:00 - 21/03/2025 22:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"21/03/2025 21:00:00 - 21/03/2025 22:00:00","BZN|GB","BZN|IE(SEM)","978.37"
"21/03/2025 22:00:00 - 21/03/2025 23:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"21/03/2025 22:00:00 - 21/03/2025 23:00:00","BZN|GB","BZN|IE(SEM)","978.36"
"21/03/2025 23:00:00 - 22/03/2025 00:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"21/03/2025 23:00:00 - 22/03/2025 00:00:00","BZN|GB","BZN|IE(SEM)","978.30"
"22/03/2025 00:00:00 - 22/03/2025 01:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"22/03/2025 00:00:00 - 22/03/2025 01:00:00","BZN|GB","BZN|IE(SEM)","978.34"
"22/03/2025 01:00:00 - 22/03/2025 02:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"22/03/2025 01:00:00 - 22/03/2025 02:00:00","BZN|GB","BZN|IE(SEM)","909.20"
"22/03/2025 02:00:00 - 22/03/2025 03:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"22/03/2025 02:00:00 - 22/03/2025 03:00:00","BZN|GB","BZN|IE(SEM)","898.18"
"22/03/2025 03:00:00 - 22/03/2025 04:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"22/03/2025 03:00:00 - 22/03/2025 04:00:00","BZN|GB","BZN|IE(SEM)","861.68"
"22/03/2025 04:00:00 - 22/03/2025 05:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"22/03/2025 04:00:00 - 22/03/2025 05:00:00","BZN|GB","BZN|IE(SEM)","669.79"
"22/03/2025 05:00:00 - 22/03/2025 06:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"22/03/2025 05:00:00 - 22/03/2025 06:00:00","BZN|GB","BZN|IE(SEM)","654.37"
"22/03/2025 06:00:00 - 22/03/2025 07:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"22/03/2025 06:00:00 - 22/03/2025 07:00:00","BZN|GB","BZN|IE(SEM)","637.38"
"22/03/2025 07:00:00 - 22/03/2025 08:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"22/03/2025 07:00:00 - 22/03/2025 08:00:00","BZN|GB","BZN|IE(SEM)","398.26"
"22/03/2025 08:00:00 - 22/03/2025 09:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"22/03/2025 08:00:00 - 22/03/2025 09:00:00","BZN|GB","BZN|IE(SEM)","148.99"
"22/03/2025 09:00:00 - 22/03/2025 10:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"22/03/2025 09:00:00 - 22/03/2025 10:00:00","BZN|GB","BZN|IE(SEM)","124.53"
"22/03/2025 10:00:00 - 22/03/2025 11:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"22/03/2025 10:00:00 - 22/03/2025 11:00:00","BZN|GB","BZN|IE(SEM)","127.53"
"22/03/2025 11:00:00 - 22/03/2025 12:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"22/03/2025 11:00:00 - 22/03/2025 12:00:00","BZN|GB","BZN|IE(SEM)","244.05"
"22/03/2025 12:00:00 - 22/03/2025 13:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"22/03/2025 12:00:00 - 22/03/2025 13:00:00","BZN|GB","BZN|IE(SEM)","80.23"
"22/03/2025 13:00:00 - 22/03/2025 14:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"22/03/2025 13:00:00 - 22/03/2025 14:00:00","BZN|GB","BZN|IE(SEM)","4.44"
"22/03/2025 14:00:00 - 22/03/2025 15:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"22/03/2025 14:00:00 - 22/03/2025 15:00:00","BZN|GB","BZN|IE(SEM)","8.91"
"22/03/2025 15:00:00 - 22/03/2025 16:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"22/03/2025 15:00:00 - 22/03/2025 16:00:00","BZN|GB","BZN|IE(SEM)","0.03"
"22/03/2025 16:00:00 - 22/03/2025 17:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"22/03/2025 16:00:00 - 22/03/2025 17:00:00","BZN|GB","BZN|IE(SEM)","0.02"
"22/03/2025 17:00:00 - 22/03/2025 18:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"22/03/2025 17:00:00 - 22/03/2025 18:00:00","BZN|GB","BZN|IE(SEM)","2.42"
"22/03/2025 18:00:00 - 22/03/2025 19:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"22/03/2025 18:00:00 - 22/03/2025 19:00:00","BZN|GB","BZN|IE(SEM)","17.12"
"22/03/2025 19:00:00 - 22/03/2025 20:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"22/03/2025 19:00:00 - 22/03/2025 20:00:00","BZN|GB","BZN|IE(SEM)","7.03"
"22/03/2025 20:00:00 - 22/03/2025 21:00:00","BZN|IE(SEM)","BZN|GB","18.48"
"22/03/2025 20:00:00 - 22/03/2025 21:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"22/03/2025 21:00:00 - 22/03/2025 22:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"22/03/2025 21:00:00 - 22/03/2025 22:00:00","BZN|GB","BZN|IE(SEM)","2.11"
"22/03/2025 22:00:00 - 22/03/2025 23:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"22/03/2025 22:00:00 - 22/03/2025 23:00:00","BZN|GB","BZN|IE(SEM)","68.82"
"22/03/2025 23:00:00 - 23/03/2025 00:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"22/03/2025 23:00:00 - 23/03/2025 00:00:00","BZN|GB","BZN|IE(SEM)","3.14"
"23/03/2025 00:00:00 - 23/03/2025 01:00:00","BZN|IE(SEM)","BZN|GB","177.21"
"23/03/2025 00:00:00 - 23/03/2025 01:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"23/03/2025 01:00:00 - 23/03/2025 02:00:00","BZN|IE(SEM)","BZN|GB","361.47"
"23/03/2025 01:00:00 - 23/03/2025 02:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"23/03/2025 02:00:00 - 23/03/2025 03:00:00","BZN|IE(SEM)","BZN|GB","596.40"
"23/03/2025 02:00:00 - 23/03/2025 03:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"23/03/2025 03:00:00 - 23/03/2025 04:00:00","BZN|IE(SEM)","BZN|GB","590.59"
"23/03/2025 03:00:00 - 23/03/2025 04:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"23/03/2025 04:00:00 - 23/03/2025 05:00:00","BZN|IE(SEM)","BZN|GB","424.31"
"23/03/2025 04:00:00 - 23/03/2025 05:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"23/03/2025 05:00:00 - 23/03/2025 06:00:00","BZN|IE(SEM)","BZN|GB","467.08"
"23/03/2025 05:00:00 - 23/03/2025 06:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"23/03/2025 06:00:00 - 23/03/2025 07:00:00","BZN|IE(SEM)","BZN|GB","467.09"
"23/03/2025 06:00:00 - 23/03/2025 07:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"23/03/2025 07:00:00 - 23/03/2025 08:00:00","BZN|IE(SEM)","BZN|GB","417.93"
"23/03/2025 07:00:00 - 23/03/2025 08:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"23/03/2025 08:00:00 - 23/03/2025 09:00:00","BZN|IE(SEM)","BZN|GB","437.24"
"23/03/2025 08:00:00 - 23/03/2025 09:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"23/03/2025 09:00:00 - 23/03/2025 10:00:00","BZN|IE(SEM)","BZN|GB","502.21"
"23/03/2025 09:00:00 - 23/03/2025 10:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"23/03/2025 10:00:00 - 23/03/2025 11:00:00","BZN|IE(SEM)","BZN|GB","570.09"
"23/03/2025 10:00:00 - 23/03/2025 11:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"23/03/2025 11:00:00 - 23/03/2025 12:00:00","BZN|IE(SEM)","BZN|GB","315.85"
"23/03/2025 11:00:00 - 23/03/2025 12:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"23/03/2025 12:00:00 - 23/03/2025 13:00:00","BZN|IE(SEM)","BZN|GB","334.82"
"23/03/2025 12:00:00 - 23/03/2025 13:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"23/03/2025 13:00:00 - 23/03/2025 14:00:00","BZN|IE(SEM)","BZN|GB","236.02"
"23/03/2025 13:00:00 - 23/03/2025 14:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"23/03/2025 14:00:00 - 23/03/2025 15:00:00","BZN|IE(SEM)","BZN|GB","22.11"
"23/03/2025 14:00:00 - 23/03/2025 15:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"23/03/2025 15:00:00 - 23/03/2025 16:00:00","BZN|IE(SEM)","BZN|GB","0.02"
"23/03/2025 15:00:00 - 23/03/2025 16:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"23/03/2025 16:00:00 - 23/03/2025 17:00:00","BZN|IE(SEM)","BZN|GB","17.12"
"23/03/2025 16:00:00 - 23/03/2025 17:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"23/03/2025 17:00:00 - 23/03/2025 18:00:00","BZN|IE(SEM)","BZN|GB","33.11"
"23/03/2025 17:00:00 - 23/03/2025 18:00:00","BZN|GB","BZN|IE(SEM)","0.00"
"23/03/2025 18:00:00 - 23/03/2025 19:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"23/03/2025 18:00:00 - 23/03/2025 19:00:00","BZN|GB","BZN|IE(SEM)","113.08"
"23/03/2025 19:00:00 - 23/03/2025 20:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"23/03/2025 19:00:00 - 23/03/2025 20:00:00","BZN|GB","BZN|IE(SEM)","494.51"
"23/03/2025 20:00:00 - 23/03/2025 21:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"23/03/2025 20:00:00 - 23/03/2025 21:00:00","BZN|GB","BZN|IE(SEM)","913.40"
"23/03/2025 21:00:00 - 23/03/2025 22:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"23/03/2025 21:00:00 - 23/03/2025 22:00:00","BZN|GB","BZN|IE(SEM)","978.43"
"23/03/2025 22:00:00 - 23/03/2025 23:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"23/03/2025 22:00:00 - 23/03/2025 23:00:00","BZN|GB","BZN|IE(SEM)","978.47"
"23/03/2025 23:00:00 - 24/03/2025 00:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"23/03/2025 23:00:00 - 24/03/2025 00:00:00","BZN|GB","BZN|IE(SEM)","978.52"
"24/03/2025 00:00:00 - 24/03/2025 01:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"24/03/2025 00:00:00 - 24/03/2025 01:00:00","BZN|GB","BZN|IE(SEM)","949.19"
"24/03/2025 01:00:00 - 24/03/2025 02:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"24/03/2025 01:00:00 - 24/03/2025 02:00:00","BZN|GB","BZN|IE(SEM)","830.45"
"24/03/2025 02:00:00 - 24/03/2025 03:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"24/03/2025 02:00:00 - 24/03/2025 03:00:00","BZN|GB","BZN|IE(SEM)","725.79"
"24/03/2025 03:00:00 - 24/03/2025 04:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"24/03/2025 03:00:00 - 24/03/2025 04:00:00","BZN|GB","BZN|IE(SEM)","724.19"
"24/03/2025 04:00:00 - 24/03/2025 05:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"24/03/2025 04:00:00 - 24/03/2025 05:00:00","BZN|GB","BZN|IE(SEM)","635.86"
"24/03/2025 05:00:00 - 24/03/2025 06:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"24/03/2025 05:00:00 - 24/03/2025 06:00:00","BZN|GB","BZN|IE(SEM)","566.27"
"24/03/2025 06:00:00 - 24/03/2025 07:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"24/03/2025 06:00:00 - 24/03/2025 07:00:00","BZN|GB","BZN|IE(SEM)","511.62"
"24/03/2025 07:00:00 - 24/03/2025 08:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"24/03/2025 07:00:00 - 24/03/2025 08:00:00","BZN|GB","BZN|IE(SEM)","783.55"
"24/03/2025 08:00:00 - 24/03/2025 09:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"24/03/2025 08:00:00 - 24/03/2025 09:00:00","BZN|GB","BZN|IE(SEM)","975.58"
"24/03/2025 09:00:00 - 24/03/2025 10:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"24/03/2025 09:00:00 - 24/03/2025 10:00:00","BZN|GB","BZN|IE(SEM)","978.57"
"24/03/2025 10:00:00 - 24/03/2025 11:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"24/03/2025 10:00:00 - 24/03/2025 11:00:00","BZN|GB","BZN|IE(SEM)","978.44"
"24/03/2025 11:00:00 - 24/03/2025 12:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"24/03/2025 11:00:00 - 24/03/2025 12:00:00","BZN|GB","BZN|IE(SEM)","978.40"
"24/03/2025 12:00:00 - 24/03/2025 13:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"24/03/2025 12:00:00 - 24/03/2025 13:00:00","BZN|GB","BZN|IE(SEM)","937.81"
"24/03/2025 13:00:00 - 24/03/2025 14:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"24/03/2025 13:00:00 - 24/03/2025 14:00:00","BZN|GB","BZN|IE(SEM)","917.12"
"24/03/2025 14:00:00 - 24/03/2025 15:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"24/03/2025 14:00:00 - 24/03/2025 15:00:00","BZN|GB","BZN|IE(SEM)","780.39"
"24/03/2025 15:00:00 - 24/03/2025 16:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"24/03/2025 15:00:00 - 24/03/2025 16:00:00","BZN|GB","BZN|IE(SEM)","711.53"
"24/03/2025 16:00:00 - 24/03/2025 17:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"24/03/2025 16:00:00 - 24/03/2025 17:00:00","BZN|GB","BZN|IE(SEM)","631.45"
"24/03/2025 17:00:00 - 24/03/2025 18:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"24/03/2025 17:00:00 - 24/03/2025 18:00:00","BZN|GB","BZN|IE(SEM)","863.66"
"24/03/2025 18:00:00 - 24/03/2025 19:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"24/03/2025 18:00:00 - 24/03/2025 19:00:00","BZN|GB","BZN|IE(SEM)","970.89"
"24/03/2025 19:00:00 - 24/03/2025 20:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"24/03/2025 19:00:00 - 24/03/2025 20:00:00","BZN|GB","BZN|IE(SEM)","978.28"
"24/03/2025 20:00:00 - 24/03/2025 21:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"24/03/2025 20:00:00 - 24/03/2025 21:00:00","BZN|GB","BZN|IE(SEM)","978.38"
"24/03/2025 21:00:00 - 24/03/2025 22:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"24/03/2025 21:00:00 - 24/03/2025 22:00:00","BZN|GB","BZN|IE(SEM)","978.40"
"24/03/2025 22:00:00 - 24/03/2025 23:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"24/03/2025 22:00:00 - 24/03/2025 23:00:00","BZN|GB","BZN|IE(SEM)","939.37"
"24/03/2025 23:00:00 - 25/03/2025 00:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"24/03/2025 23:00:00 - 25/03/2025 00:00:00","BZN|GB","BZN|IE(SEM)","675.08"
"25/03/2025 00:00:00 - 25/03/2025 01:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"25/03/2025 00:00:00 - 25/03/2025 01:00:00","BZN|GB","BZN|IE(SEM)","458.25"
"25/03/2025 01:00:00 - 25/03/2025 02:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"25/03/2025 01:00:00 - 25/03/2025 02:00:00","BZN|GB","BZN|IE(SEM)","320.03"
"25/03/2025 02:00:00 - 25/03/2025 03:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"25/03/2025 02:00:00 - 25/03/2025 03:00:00","BZN|GB","BZN|IE(SEM)","337.57"
"25/03/2025 03:00:00 - 25/03/2025 04:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"25/03/2025 03:00:00 - 25/03/2025 04:00:00","BZN|GB","BZN|IE(SEM)","394.65"
"25/03/2025 04:00:00 - 25/03/2025 05:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"25/03/2025 04:00:00 - 25/03/2025 05:00:00","BZN|GB","BZN|IE(SEM)","444.80"
"25/03/2025 05:00:00 - 25/03/2025 06:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"25/03/2025 05:00:00 - 25/03/2025 06:00:00","BZN|GB","BZN|IE(SEM)","426.82"
"25/03/2025 06:00:00 - 25/03/2025 07:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"25/03/2025 06:00:00 - 25/03/2025 07:00:00","BZN|GB","BZN|IE(SEM)","361.67"
"25/03/2025 07:00:00 - 25/03/2025 08:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"25/03/2025 07:00:00 - 25/03/2025 08:00:00","BZN|GB","BZN|IE(SEM)","351.46"
"25/03/2025 08:00:00 - 25/03/2025 09:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"25/03/2025 08:00:00 - 25/03/2025 09:00:00","BZN|GB","BZN|IE(SEM)","735.06"
"25/03/2025 09:00:00 - 25/03/2025 10:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"25/03/2025 09:00:00 - 25/03/2025 10:00:00","BZN|GB","BZN|IE(SEM)","969.51"
"25/03/2025 10:00:00 - 25/03/2025 11:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"25/03/2025 10:00:00 - 25/03/2025 11:00:00","BZN|GB","BZN|IE(SEM)","978.45"
"25/03/2025 11:00:00 - 25/03/2025 12:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"25/03/2025 11:00:00 - 25/03/2025 12:00:00","BZN|GB","BZN|IE(SEM)","978.50"
"25/03/2025 12:00:00 - 25/03/2025 13:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"25/03/2025 12:00:00 - 25/03/2025 13:00:00","BZN|GB","BZN|IE(SEM)","973.79"
"25/03/2025 13:00:00 - 25/03/2025 14:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"25/03/2025 13:00:00 - 25/03/2025 14:00:00","BZN|GB","BZN|IE(SEM)","844.03"
"25/03/2025 14:00:00 - 25/03/2025 15:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"25/03/2025 14:00:00 - 25/03/2025 15:00:00","BZN|GB","BZN|IE(SEM)","781.11"
"25/03/2025 15:00:00 - 25/03/2025 16:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"25/03/2025 15:00:00 - 25/03/2025 16:00:00","BZN|GB","BZN|IE(SEM)","665.50"
"25/03/2025 16:00:00 - 25/03/2025 17:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"25/03/2025 16:00:00 - 25/03/2025 17:00:00","BZN|GB","BZN|IE(SEM)","800.91"
"25/03/2025 17:00:00 - 25/03/2025 18:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"25/03/2025 17:00:00 - 25/03/2025 18:00:00","BZN|GB","BZN|IE(SEM)","976.66"
"25/03/2025 18:00:00 - 25/03/2025 19:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"25/03/2025 18:00:00 - 25/03/2025 19:00:00","BZN|GB","BZN|IE(SEM)","978.51"
"25/03/2025 19:00:00 - 25/03/2025 20:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"25/03/2025 19:00:00 - 25/03/2025 20:00:00","BZN|GB","BZN|IE(SEM)","978.50"
"25/03/2025 20:00:00 - 25/03/2025 21:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"25/03/2025 20:00:00 - 25/03/2025 21:00:00","BZN|GB","BZN|IE(SEM)","978.48"
"25/03/2025 21:00:00 - 25/03/2025 22:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"25/03/2025 21:00:00 - 25/03/2025 22:00:00","BZN|GB","BZN|IE(SEM)","978.52"
"25/03/2025 22:00:00 - 25/03/2025 23:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"25/03/2025 22:00:00 - 25/03/2025 23:00:00","BZN|GB","BZN|IE(SEM)","978.36"
"25/03/2025 23:00:00 - 26/03/2025 00:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"25/03/2025 23:00:00 - 26/03/2025 00:00:00","BZN|GB","BZN|IE(SEM)","978.37"
"26/03/2025 00:00:00 - 26/03/2025 01:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"26/03/2025 00:00:00 - 26/03/2025 01:00:00","BZN|GB","BZN|IE(SEM)","978.50"
"26/03/2025 01:00:00 - 26/03/2025 02:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"26/03/2025 01:00:00 - 26/03/2025 02:00:00","BZN|GB","BZN|IE(SEM)","978.37"
"26/03/2025 02:00:00 - 26/03/2025 03:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"26/03/2025 02:00:00 - 26/03/2025 03:00:00","BZN|GB","BZN|IE(SEM)","978.50"
"26/03/2025 03:00:00 - 26/03/2025 04:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"26/03/2025 03:00:00 - 26/03/2025 04:00:00","BZN|GB","BZN|IE(SEM)","916.77"
"26/03/2025 04:00:00 - 26/03/2025 05:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"26/03/2025 04:00:00 - 26/03/2025 05:00:00","BZN|GB","BZN|IE(SEM)","848.91"
"26/03/2025 05:00:00 - 26/03/2025 06:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"26/03/2025 05:00:00 - 26/03/2025 06:00:00","BZN|GB","BZN|IE(SEM)","777.52"
"26/03/2025 06:00:00 - 26/03/2025 07:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"26/03/2025 06:00:00 - 26/03/2025 07:00:00","BZN|GB","BZN|IE(SEM)","551.19"
"26/03/2025 07:00:00 - 26/03/2025 08:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"26/03/2025 07:00:00 - 26/03/2025 08:00:00","BZN|GB","BZN|IE(SEM)","639.81"
"26/03/2025 08:00:00 - 26/03/2025 09:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"26/03/2025 08:00:00 - 26/03/2025 09:00:00","BZN|GB","BZN|IE(SEM)","932.07"
"26/03/2025 09:00:00 - 26/03/2025 10:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"26/03/2025 09:00:00 - 26/03/2025 10:00:00","BZN|GB","BZN|IE(SEM)","978.59"
"26/03/2025 10:00:00 - 26/03/2025 11:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"26/03/2025 10:00:00 - 26/03/2025 11:00:00","BZN|GB","BZN|IE(SEM)","978.57"
"26/03/2025 11:00:00 - 26/03/2025 12:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"26/03/2025 11:00:00 - 26/03/2025 12:00:00","BZN|GB","BZN|IE(SEM)","962.65"
"26/03/2025 12:00:00 - 26/03/2025 13:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"26/03/2025 12:00:00 - 26/03/2025 13:00:00","BZN|GB","BZN|IE(SEM)","753.04"
"26/03/2025 13:00:00 - 26/03/2025 14:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"26/03/2025 13:00:00 - 26/03/2025 14:00:00","BZN|GB","BZN|IE(SEM)","633.42"
"26/03/2025 14:00:00 - 26/03/2025 15:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"26/03/2025 14:00:00 - 26/03/2025 15:00:00","BZN|GB","BZN|IE(SEM)","424.24"
"26/03/2025 15:00:00 - 26/03/2025 16:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"26/03/2025 15:00:00 - 26/03/2025 16:00:00","BZN|GB","BZN|IE(SEM)","350.75"
"26/03/2025 16:00:00 - 26/03/2025 17:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"26/03/2025 16:00:00 - 26/03/2025 17:00:00","BZN|GB","BZN|IE(SEM)","414.01"
"26/03/2025 17:00:00 - 26/03/2025 18:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"26/03/2025 17:00:00 - 26/03/2025 18:00:00","BZN|GB","BZN|IE(SEM)","450.62"
"26/03/2025 18:00:00 - 26/03/2025 19:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"26/03/2025 18:00:00 - 26/03/2025 19:00:00","BZN|GB","BZN|IE(SEM)","667.67"
"26/03/2025 19:00:00 - 26/03/2025 20:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"26/03/2025 19:00:00 - 26/03/2025 20:00:00","BZN|GB","BZN|IE(SEM)","921.48"
"26/03/2025 20:00:00 - 26/03/2025 21:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"26/03/2025 20:00:00 - 26/03/2025 21:00:00","BZN|GB","BZN|IE(SEM)","964.32"
"26/03/2025 21:00:00 - 26/03/2025 22:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"26/03/2025 21:00:00 - 26/03/2025 22:00:00","BZN|GB","BZN|IE(SEM)","903.07"
"26/03/2025 22:00:00 - 26/03/2025 23:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"26/03/2025 22:00:00 - 26/03/2025 23:00:00","BZN|GB","BZN|IE(SEM)","627.12"
"26/03/2025 23:00:00 - 27/03/2025 00:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"26/03/2025 23:00:00 - 27/03/2025 00:00:00","BZN|GB","BZN|IE(SEM)","370.34"
"27/03/2025 00:00:00 - 27/03/2025 01:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"27/03/2025 00:00:00 - 27/03/2025 01:00:00","BZN|GB","BZN|IE(SEM)","200.47"
"27/03/2025 01:00:00 - 27/03/2025 02:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"27/03/2025 01:00:00 - 27/03/2025 02:00:00","BZN|GB","BZN|IE(SEM)","120.63"
"27/03/2025 02:00:00 - 27/03/2025 03:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"27/03/2025 02:00:00 - 27/03/2025 03:00:00","BZN|GB","BZN|IE(SEM)","123.82"
"27/03/2025 03:00:00 - 27/03/2025 04:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"27/03/2025 03:00:00 - 27/03/2025 04:00:00","BZN|GB","BZN|IE(SEM)","123.60"
"27/03/2025 04:00:00 - 27/03/2025 05:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"27/03/2025 04:00:00 - 27/03/2025 05:00:00","BZN|GB","BZN|IE(SEM)","65.22"
"27/03/2025 05:00:00 - 27/03/2025 06:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"27/03/2025 05:00:00 - 27/03/2025 06:00:00","BZN|GB","BZN|IE(SEM)","1.77"
"27/03/2025 06:00:00 - 27/03/2025 07:00:00","BZN|IE(SEM)","BZN|GB","0.00"
"27/03/2025 06:00:00 - 27/03/2025 07:00:00","BZN|GB","BZN|IE(SEM)","12.72"
