"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"04/04/2025 06:30 - 04/04/2025 07:00","CTA|NIE","589.00","N/A"
"04/04/2025 07:00 - 04/04/2025 07:30","CTA|NIE","632.00","N/A"
"04/04/2025 07:30 - 04/04/2025 08:00","CTA|NIE","701.00","N/A"
"04/04/2025 08:00 - 04/04/2025 08:30","CTA|NIE","774.00","N/A"
"04/04/2025 08:30 - 04/04/2025 09:00","CTA|NIE","882.00","N/A"
"04/04/2025 09:00 - 04/04/2025 09:30","CTA|NIE","962.00","N/A"
"04/04/2025 09:30 - 04/04/2025 10:00","CTA|NIE","992.00","N/A"
"04/04/2025 10:00 - 04/04/2025 10:30","CTA|NIE","1012.00","N/A"
"04/04/2025 10:30 - 04/04/2025 11:00","CTA|NIE","1011.00","N/A"
"04/04/2025 11:00 - 04/04/2025 11:30","CTA|NIE","998.00","N/A"
"04/04/2025 11:30 - 04/04/2025 12:00","CTA|NIE","975.00","N/A"
"04/04/2025 12:00 - 04/04/2025 12:30","CTA|NIE","974.00","N/A"
"04/04/2025 12:30 - 04/04/2025 13:00","CTA|NIE","967.00","N/A"
"04/04/2025 13:00 - 04/04/2025 13:30","CTA|NIE","934.00","N/A"
"04/04/2025 13:30 - 04/04/2025 14:00","CTA|NIE","905.00","N/A"
"04/04/2025 14:00 - 04/04/2025 14:30","CTA|NIE","881.00","N/A"
"04/04/2025 14:30 - 04/04/2025 15:00","CTA|NIE","831.00","N/A"
"04/04/2025 15:00 - 04/04/2025 15:30","CTA|NIE","804.00","N/A"
"04/04/2025 15:30 - 04/04/2025 16:00","CTA|NIE","781.00","N/A"
"04/04/2025 16:00 - 04/04/2025 16:30","CTA|NIE","765.00","N/A"
"04/04/2025 16:30 - 04/04/2025 17:00","CTA|NIE","769.00","N/A"
"04/04/2025 17:00 - 04/04/2025 17:30","CTA|NIE","781.00","N/A"
"04/04/2025 17:30 - 04/04/2025 18:00","CTA|NIE","818.00","N/A"
"04/04/2025 18:00 - 04/04/2025 18:30","CTA|NIE","865.00","N/A"
"04/04/2025 18:30 - 04/04/2025 19:00","CTA|NIE","894.00","N/A"
"04/04/2025 19:00 - 04/04/2025 19:30","CTA|NIE","890.00","N/A"
"04/04/2025 19:30 - 04/04/2025 20:00","CTA|NIE","887.00","N/A"
"04/04/2025 20:00 - 04/04/2025 20:30","CTA|NIE","876.00","N/A"
"04/04/2025 20:30 - 04/04/2025 21:00","CTA|NIE","870.00","N/A"
"04/04/2025 21:00 - 04/04/2025 21:30","CTA|NIE","874.00","N/A"
"04/04/2025 21:30 - 04/04/2025 22:00","CTA|NIE","893.00","N/A"
"04/04/2025 22:00 - 04/04/2025 22:30","CTA|NIE","893.00","N/A"
"04/04/2025 22:30 - 04/04/2025 23:00","CTA|NIE","849.00","N/A"
"04/04/2025 23:00 - 04/04/2025 23:30","CTA|NIE","808.00","N/A"
"04/04/2025 23:30 - 05/04/2025 00:00","CTA|NIE","740.00","N/A"
"05/04/2025 00:00 - 05/04/2025 00:30","CTA|NIE","682.00","N/A"
"05/04/2025 00:30 - 05/04/2025 01:00","CTA|NIE","635.00","N/A"
"05/04/2025 01:00 - 05/04/2025 01:30","CTA|NIE","589.00","N/A"
"05/04/2025 01:30 - 05/04/2025 02:00","CTA|NIE","557.00","N/A"
"05/04/2025 02:00 - 05/04/2025 02:30","CTA|NIE","536.00","N/A"
"05/04/2025 02:30 - 05/04/2025 03:00","CTA|NIE","533.00","N/A"
"05/04/2025 03:00 - 05/04/2025 03:30","CTA|NIE","532.00","N/A"
"05/04/2025 03:30 - 05/04/2025 04:00","CTA|NIE","550.00","N/A"
"05/04/2025 04:00 - 05/04/2025 04:30","CTA|NIE","549.00","N/A"
"05/04/2025 04:30 - 05/04/2025 05:00","CTA|NIE","536.00","N/A"
"05/04/2025 05:00 - 05/04/2025 05:30","CTA|NIE","532.00","N/A"
"05/04/2025 05:30 - 05/04/2025 06:00","CTA|NIE","525.00","N/A"
"05/04/2025 06:00 - 05/04/2025 06:30","CTA|NIE","526.00","N/A"
"05/04/2025 06:30 - 05/04/2025 07:00","CTA|NIE","532.00","N/A"
"05/04/2025 07:00 - 05/04/2025 07:30","CTA|NIE","555.00","N/A"
"05/04/2025 07:30 - 05/04/2025 08:00","CTA|NIE","584.00","N/A"
"05/04/2025 08:00 - 05/04/2025 08:30","CTA|NIE","621.00","N/A"
"05/04/2025 08:30 - 05/04/2025 09:00","CTA|NIE","684.00","N/A"
"05/04/2025 09:00 - 05/04/2025 09:30","CTA|NIE","727.00","N/A"
"05/04/2025 09:30 - 05/04/2025 10:00","CTA|NIE","758.00","N/A"
"05/04/2025 10:00 - 05/04/2025 10:30","CTA|NIE","768.00","N/A"
"05/04/2025 10:30 - 05/04/2025 11:00","CTA|NIE","770.00","N/A"
"05/04/2025 11:00 - 05/04/2025 11:30","CTA|NIE","759.00","N/A"
"05/04/2025 11:30 - 05/04/2025 12:00","CTA|NIE","747.00","N/A"
"05/04/2025 12:00 - 05/04/2025 12:30","CTA|NIE","727.00","N/A"
"05/04/2025 12:30 - 05/04/2025 13:00","CTA|NIE","728.00","N/A"
"05/04/2025 13:00 - 05/04/2025 13:30","CTA|NIE","706.00","N/A"
"05/04/2025 13:30 - 05/04/2025 14:00","CTA|NIE","694.00","N/A"
"05/04/2025 14:00 - 05/04/2025 14:30","CTA|NIE","678.00","N/A"
"05/04/2025 14:30 - 05/04/2025 15:00","CTA|NIE","653.00","N/A"
"05/04/2025 15:00 - 05/04/2025 15:30","CTA|NIE","632.00","N/A"
"05/04/2025 15:30 - 05/04/2025 16:00","CTA|NIE","615.00","N/A"
"05/04/2025 16:00 - 05/04/2025 16:30","CTA|NIE","605.00","N/A"
"05/04/2025 16:30 - 05/04/2025 17:00","CTA|NIE","608.00","N/A"
"05/04/2025 17:00 - 05/04/2025 17:30","CTA|NIE","621.00","N/A"
"05/04/2025 17:30 - 05/04/2025 18:00","CTA|NIE","643.00","N/A"
"05/04/2025 18:00 - 05/04/2025 18:30","CTA|NIE","693.00","N/A"
"05/04/2025 18:30 - 05/04/2025 19:00","CTA|NIE","746.00","N/A"
"05/04/2025 19:00 - 05/04/2025 19:30","CTA|NIE","768.00","N/A"
"05/04/2025 19:30 - 05/04/2025 20:00","CTA|NIE","773.00","N/A"
"05/04/2025 20:00 - 05/04/2025 20:30","CTA|NIE","791.00","N/A"
"05/04/2025 20:30 - 05/04/2025 21:00","CTA|NIE","799.00","N/A"
"05/04/2025 21:00 - 05/04/2025 21:30","CTA|NIE","794.00","N/A"
"05/04/2025 21:30 - 05/04/2025 22:00","CTA|NIE","813.00","N/A"
"05/04/2025 22:00 - 05/04/2025 22:30","CTA|NIE","811.00","N/A"
"05/04/2025 22:30 - 05/04/2025 23:00","CTA|NIE","774.00","N/A"
"05/04/2025 23:00 - 05/04/2025 23:30","CTA|NIE","733.00","N/A"
"05/04/2025 23:30 - 06/04/2025 00:00","CTA|NIE","687.00","N/A"
"06/04/2025 00:00 - 06/04/2025 00:30","CTA|NIE","646.00","N/A"
"06/04/2025 00:30 - 06/04/2025 01:00","CTA|NIE","605.00","N/A"
"06/04/2025 01:00 - 06/04/2025 01:30","CTA|NIE","568.00","N/A"
"06/04/2025 01:30 - 06/04/2025 02:00","CTA|NIE","548.00","N/A"
"06/04/2025 02:00 - 06/04/2025 02:30","CTA|NIE","533.00","N/A"
"06/04/2025 02:30 - 06/04/2025 03:00","CTA|NIE","522.00","N/A"
"06/04/2025 03:00 - 06/04/2025 03:30","CTA|NIE","518.00","N/A"
"06/04/2025 03:30 - 06/04/2025 04:00","CTA|NIE","520.00","N/A"
"06/04/2025 04:00 - 06/04/2025 04:30","CTA|NIE","514.00","N/A"
"06/04/2025 04:30 - 06/04/2025 05:00","CTA|NIE","508.00","N/A"
"06/04/2025 05:00 - 06/04/2025 05:30","CTA|NIE","498.00","N/A"
"06/04/2025 05:30 - 06/04/2025 06:00","CTA|NIE","496.00","N/A"
"06/04/2025 06:00 - 06/04/2025 06:30","CTA|NIE","497.00","N/A"
"06/04/2025 06:30 - 06/04/2025 07:00","CTA|NIE","508.00","N/A"
"06/04/2025 07:00 - 06/04/2025 07:30","CTA|NIE","528.00","N/A"
"06/04/2025 07:30 - 06/04/2025 08:00","CTA|NIE","542.00","N/A"
"06/04/2025 08:00 - 06/04/2025 08:30","CTA|NIE","559.00","N/A"
"06/04/2025 08:30 - 06/04/2025 09:00","CTA|NIE","608.00","N/A"
"06/04/2025 09:00 - 06/04/2025 09:30","CTA|NIE","635.00","N/A"
"06/04/2025 09:30 - 06/04/2025 10:00","CTA|NIE","672.00","N/A"
"06/04/2025 10:00 - 06/04/2025 10:30","CTA|NIE","699.00","N/A"
"06/04/2025 10:30 - 06/04/2025 11:00","CTA|NIE","725.00","N/A"
"06/04/2025 11:00 - 06/04/2025 11:30","CTA|NIE","725.00","N/A"
"06/04/2025 11:30 - 06/04/2025 12:00","CTA|NIE","725.00","N/A"
"06/04/2025 12:00 - 06/04/2025 12:30","CTA|NIE","714.00","N/A"
"06/04/2025 12:30 - 06/04/2025 13:00","CTA|NIE","704.00","N/A"
"06/04/2025 13:00 - 06/04/2025 13:30","CTA|NIE","709.00","N/A"
"06/04/2025 13:30 - 06/04/2025 14:00","CTA|NIE","711.00","N/A"
"06/04/2025 14:00 - 06/04/2025 14:30","CTA|NIE","707.00","N/A"
"06/04/2025 14:30 - 06/04/2025 15:00","CTA|NIE","686.00","N/A"
"06/04/2025 15:00 - 06/04/2025 15:30","CTA|NIE","663.00","N/A"
"06/04/2025 15:30 - 06/04/2025 16:00","CTA|NIE","635.00","N/A"
"06/04/2025 16:00 - 06/04/2025 16:30","CTA|NIE","641.00","N/A"
"06/04/2025 16:30 - 06/04/2025 17:00","CTA|NIE","639.00","N/A"
"06/04/2025 17:00 - 06/04/2025 17:30","CTA|NIE","661.00","N/A"
"06/04/2025 17:30 - 06/04/2025 18:00","CTA|NIE","710.00","N/A"
"06/04/2025 18:00 - 06/04/2025 18:30","CTA|NIE","756.00","N/A"
"06/04/2025 18:30 - 06/04/2025 19:00","CTA|NIE","802.00","N/A"
"06/04/2025 19:00 - 06/04/2025 19:30","CTA|NIE","828.00","N/A"
"06/04/2025 19:30 - 06/04/2025 20:00","CTA|NIE","841.00","N/A"
"06/04/2025 20:00 - 06/04/2025 20:30","CTA|NIE","857.00","N/A"
"06/04/2025 20:30 - 06/04/2025 21:00","CTA|NIE","874.00","N/A"
"06/04/2025 21:00 - 06/04/2025 21:30","CTA|NIE","875.00","N/A"
"06/04/2025 21:30 - 06/04/2025 22:00","CTA|NIE","900.00","N/A"
"06/04/2025 22:00 - 06/04/2025 22:30","CTA|NIE","902.00","N/A"
"06/04/2025 22:30 - 06/04/2025 23:00","CTA|NIE","863.00","N/A"
"06/04/2025 23:00 - 06/04/2025 23:30","CTA|NIE","810.00","N/A"
"06/04/2025 23:30 - 07/04/2025 00:00","CTA|NIE","746.00","N/A"
"07/04/2025 00:00 - 07/04/2025 00:30","CTA|NIE","697.00","N/A"
"07/04/2025 00:30 - 07/04/2025 01:00","CTA|NIE","650.00","N/A"
"07/04/2025 01:00 - 07/04/2025 01:30","CTA|NIE","614.00","N/A"
"07/04/2025 01:30 - 07/04/2025 02:00","CTA|NIE","588.00","N/A"
"07/04/2025 02:00 - 07/04/2025 02:30","CTA|NIE","571.00","N/A"
"07/04/2025 02:30 - 07/04/2025 03:00","CTA|NIE","569.00","N/A"
"07/04/2025 03:00 - 07/04/2025 03:30","CTA|NIE","562.00","N/A"
"07/04/2025 03:30 - 07/04/2025 04:00","CTA|NIE","581.00","N/A"
"07/04/2025 04:00 - 07/04/2025 04:30","CTA|NIE","577.00","N/A"
"07/04/2025 04:30 - 07/04/2025 05:00","CTA|NIE","569.00","N/A"
"07/04/2025 05:00 - 07/04/2025 05:30","CTA|NIE","566.00","N/A"
"07/04/2025 05:30 - 07/04/2025 06:00","CTA|NIE","570.00","N/A"
"07/04/2025 06:00 - 07/04/2025 06:30","CTA|NIE","582.00","N/A"
"07/04/2025 06:30 - 07/04/2025 07:00","CTA|NIE","611.00","N/A"
"07/04/2025 07:00 - 07/04/2025 07:30","CTA|NIE","661.00","N/A"
"07/04/2025 07:30 - 07/04/2025 08:00","CTA|NIE","735.00","N/A"
"07/04/2025 08:00 - 07/04/2025 08:30","CTA|NIE","830.00","N/A"
"07/04/2025 08:30 - 07/04/2025 09:00","CTA|NIE","943.00","N/A"
"07/04/2025 09:00 - 07/04/2025 09:30","CTA|NIE","1002.00","N/A"
"07/04/2025 09:30 - 07/04/2025 10:00","CTA|NIE","1023.00","N/A"
"07/04/2025 10:00 - 07/04/2025 10:30","CTA|NIE","1020.00","N/A"
"07/04/2025 10:30 - 07/04/2025 11:00","CTA|NIE","1020.00","N/A"
"07/04/2025 11:00 - 07/04/2025 11:30","CTA|NIE","988.00","N/A"
"07/04/2025 11:30 - 07/04/2025 12:00","CTA|NIE","968.00","N/A"
"07/04/2025 12:00 - 07/04/2025 12:30","CTA|NIE","954.00","N/A"
"07/04/2025 12:30 - 07/04/2025 13:00","CTA|NIE","942.00","N/A"
"07/04/2025 13:00 - 07/04/2025 13:30","CTA|NIE","921.00","N/A"
"07/04/2025 13:30 - 07/04/2025 14:00","CTA|NIE","907.00","N/A"
"07/04/2025 14:00 - 07/04/2025 14:30","CTA|NIE","898.00","N/A"
"07/04/2025 14:30 - 07/04/2025 15:00","CTA|NIE","863.00","N/A"
"07/04/2025 15:00 - 07/04/2025 15:30","CTA|NIE","853.00","N/A"
"07/04/2025 15:30 - 07/04/2025 16:00","CTA|NIE","846.00","N/A"
"07/04/2025 16:00 - 07/04/2025 16:30","CTA|NIE","836.00","N/A"
"07/04/2025 16:30 - 07/04/2025 17:00","CTA|NIE","853.00","N/A"
"07/04/2025 17:00 - 07/04/2025 17:30","CTA|NIE","877.00","N/A"
"07/04/2025 17:30 - 07/04/2025 18:00","CTA|NIE","923.00","N/A"
"07/04/2025 18:00 - 07/04/2025 18:30","CTA|NIE","964.00","N/A"
"07/04/2025 18:30 - 07/04/2025 19:00","CTA|NIE","997.00","N/A"
"07/04/2025 19:00 - 07/04/2025 19:30","CTA|NIE","983.00","N/A"
"07/04/2025 19:30 - 07/04/2025 20:00","CTA|NIE","963.00","N/A"
"07/04/2025 20:00 - 07/04/2025 20:30","CTA|NIE","947.00","N/A"
"07/04/2025 20:30 - 07/04/2025 21:00","CTA|NIE","948.00","N/A"
"07/04/2025 21:00 - 07/04/2025 21:30","CTA|NIE","948.00","N/A"
"07/04/2025 21:30 - 07/04/2025 22:00","CTA|NIE","971.00","N/A"
"07/04/2025 22:00 - 07/04/2025 22:30","CTA|NIE","986.00","N/A"
"07/04/2025 22:30 - 07/04/2025 23:00","CTA|NIE","940.00","N/A"
"07/04/2025 23:00 - 07/04/2025 23:30","CTA|NIE","883.00","N/A"
"07/04/2025 23:30 - 08/04/2025 00:00","CTA|NIE","815.00","N/A"
"08/04/2025 00:00 - 08/04/2025 00:30","CTA|NIE","748.00","N/A"
"08/04/2025 00:30 - 08/04/2025 01:00","CTA|NIE","698.00","N/A"
"08/04/2025 01:00 - 08/04/2025 01:30","CTA|NIE","658.00","N/A"
"08/04/2025 01:30 - 08/04/2025 02:00","CTA|NIE","632.00","N/A"
"08/04/2025 02:00 - 08/04/2025 02:30","CTA|NIE","615.00","N/A"
"08/04/2025 02:30 - 08/04/2025 03:00","CTA|NIE","606.00","N/A"
"08/04/2025 03:00 - 08/04/2025 03:30","CTA|NIE","597.00","N/A"
"08/04/2025 03:30 - 08/04/2025 04:00","CTA|NIE","615.00","N/A"
"08/04/2025 04:00 - 08/04/2025 04:30","CTA|NIE","604.00","N/A"
"08/04/2025 04:30 - 08/04/2025 05:00","CTA|NIE","598.00","N/A"
"08/04/2025 05:00 - 08/04/2025 05:30","CTA|NIE","593.00","N/A"
"08/04/2025 05:30 - 08/04/2025 06:00","CTA|NIE","600.00","N/A"
"08/04/2025 06:00 - 08/04/2025 06:30","CTA|NIE","608.00","N/A"
"08/04/2025 06:30 - 08/04/2025 07:00","CTA|NIE","631.00","N/A"
"08/04/2025 07:00 - 08/04/2025 07:30","CTA|NIE","688.00","N/A"
"08/04/2025 07:30 - 08/04/2025 08:00","CTA|NIE","755.00","N/A"
"08/04/2025 08:00 - 08/04/2025 08:30","CTA|NIE","855.00","N/A"
"08/04/2025 08:30 - 08/04/2025 09:00","CTA|NIE","968.00","N/A"
"08/04/2025 09:00 - 08/04/2025 09:30","CTA|NIE","1019.00","N/A"
"08/04/2025 09:30 - 08/04/2025 10:00","CTA|NIE","1037.00","N/A"
"08/04/2025 10:00 - 08/04/2025 10:30","CTA|NIE","1033.00","N/A"
"08/04/2025 10:30 - 08/04/2025 11:00","CTA|NIE","1026.00","N/A"
"08/04/2025 11:00 - 08/04/2025 11:30","CTA|NIE","997.00","N/A"
"08/04/2025 11:30 - 08/04/2025 12:00","CTA|NIE","975.00","N/A"
"08/04/2025 12:00 - 08/04/2025 12:30","CTA|NIE","961.00","N/A"
"08/04/2025 12:30 - 08/04/2025 13:00","CTA|NIE","943.00","N/A"
"08/04/2025 13:00 - 08/04/2025 13:30","CTA|NIE","924.00","N/A"
"08/04/2025 13:30 - 08/04/2025 14:00","CTA|NIE","915.00","N/A"
"08/04/2025 14:00 - 08/04/2025 14:30","CTA|NIE","899.00","N/A"
"08/04/2025 14:30 - 08/04/2025 15:00","CTA|NIE","863.00","N/A"
"08/04/2025 15:00 - 08/04/2025 15:30","CTA|NIE","859.00","N/A"
"08/04/2025 15:30 - 08/04/2025 16:00","CTA|NIE","848.00","N/A"
"08/04/2025 16:00 - 08/04/2025 16:30","CTA|NIE","840.00","N/A"
"08/04/2025 16:30 - 08/04/2025 17:00","CTA|NIE","854.00","N/A"
"08/04/2025 17:00 - 08/04/2025 17:30","CTA|NIE","874.00","N/A"
"08/04/2025 17:30 - 08/04/2025 18:00","CTA|NIE","918.00","N/A"
"08/04/2025 18:00 - 08/04/2025 18:30","CTA|NIE","970.00","N/A"
"08/04/2025 18:30 - 08/04/2025 19:00","CTA|NIE","993.00","N/A"
"08/04/2025 19:00 - 08/04/2025 19:30","CTA|NIE","993.00","N/A"
"08/04/2025 19:30 - 08/04/2025 20:00","CTA|NIE","969.00","N/A"
"08/04/2025 20:00 - 08/04/2025 20:30","CTA|NIE","960.00","N/A"
"08/04/2025 20:30 - 08/04/2025 21:00","CTA|NIE","965.00","N/A"
"08/04/2025 21:00 - 08/04/2025 21:30","CTA|NIE","959.00","N/A"
"08/04/2025 21:30 - 08/04/2025 22:00","CTA|NIE","992.00","N/A"
"08/04/2025 22:00 - 08/04/2025 22:30","CTA|NIE","1010.00","N/A"
"08/04/2025 22:30 - 08/04/2025 23:00","CTA|NIE","953.00","N/A"
"08/04/2025 23:00 - 08/04/2025 23:30","CTA|NIE","898.00","N/A"
"08/04/2025 23:30 - 09/04/2025 00:00","CTA|NIE","830.00","N/A"
"09/04/2025 00:00 - 09/04/2025 00:30","CTA|NIE","764.00","N/A"
"09/04/2025 00:30 - 09/04/2025 01:00","CTA|NIE","710.00","N/A"
"09/04/2025 01:00 - 09/04/2025 01:30","CTA|NIE","664.00","N/A"
"09/04/2025 01:30 - 09/04/2025 02:00","CTA|NIE","640.00","N/A"
"09/04/2025 02:00 - 09/04/2025 02:30","CTA|NIE","622.00","N/A"
"09/04/2025 02:30 - 09/04/2025 03:00","CTA|NIE","619.00","N/A"
"09/04/2025 03:00 - 09/04/2025 03:30","CTA|NIE","610.00","N/A"
"09/04/2025 03:30 - 09/04/2025 04:00","CTA|NIE","626.00","N/A"
"09/04/2025 04:00 - 09/04/2025 04:30","CTA|NIE","617.00","N/A"
"09/04/2025 04:30 - 09/04/2025 05:00","CTA|NIE","611.00","N/A"
"09/04/2025 05:00 - 09/04/2025 05:30","CTA|NIE","606.00","N/A"
"09/04/2025 05:30 - 09/04/2025 06:00","CTA|NIE","606.00","N/A"
"09/04/2025 06:00 - 09/04/2025 06:30","CTA|NIE","613.00","N/A"
"09/04/2025 06:30 - 09/04/2025 07:00","CTA|NIE","634.00","N/A"
"09/04/2025 07:00 - 09/04/2025 07:30","CTA|NIE","680.00","N/A"
"09/04/2025 07:30 - 09/04/2025 08:00","CTA|NIE","750.00","N/A"
"09/04/2025 08:00 - 09/04/2025 08:30","CTA|NIE","845.00","N/A"
"09/04/2025 08:30 - 09/04/2025 09:00","CTA|NIE","950.00","N/A"
"09/04/2025 09:00 - 09/04/2025 09:30","CTA|NIE","1006.00","N/A"
"09/04/2025 09:30 - 09/04/2025 10:00","CTA|NIE","1020.00","N/A"
"09/04/2025 10:00 - 09/04/2025 10:30","CTA|NIE","1016.00","N/A"
"09/04/2025 10:30 - 09/04/2025 11:00","CTA|NIE","1003.00","N/A"
"09/04/2025 11:00 - 09/04/2025 11:30","CTA|NIE","977.00","N/A"
"09/04/2025 11:30 - 09/04/2025 12:00","CTA|NIE","954.00","N/A"
"09/04/2025 12:00 - 09/04/2025 12:30","CTA|NIE","943.00","N/A"
"09/04/2025 12:30 - 09/04/2025 13:00","CTA|NIE","923.00","N/A"
"09/04/2025 13:00 - 09/04/2025 13:30","CTA|NIE","907.00","N/A"
"09/04/2025 13:30 - 09/04/2025 14:00","CTA|NIE","899.00","N/A"
"09/04/2025 14:00 - 09/04/2025 14:30","CTA|NIE","885.00","N/A"
"09/04/2025 14:30 - 09/04/2025 15:00","CTA|NIE","848.00","N/A"
"09/04/2025 15:00 - 09/04/2025 15:30","CTA|NIE","836.00","N/A"
"09/04/2025 15:30 - 09/04/2025 16:00","CTA|NIE","837.00","N/A"
"09/04/2025 16:00 - 09/04/2025 16:30","CTA|NIE","832.00","N/A"
"09/04/2025 16:30 - 09/04/2025 17:00","CTA|NIE","839.00","N/A"
"09/04/2025 17:00 - 09/04/2025 17:30","CTA|NIE","861.00","N/A"
"09/04/2025 17:30 - 09/04/2025 18:00","CTA|NIE","908.00","N/A"
"09/04/2025 18:00 - 09/04/2025 18:30","CTA|NIE","953.00","N/A"
"09/04/2025 18:30 - 09/04/2025 19:00","CTA|NIE","984.00","N/A"
"09/04/2025 19:00 - 09/04/2025 19:30","CTA|NIE","984.00","N/A"
"09/04/2025 19:30 - 09/04/2025 20:00","CTA|NIE","975.00","N/A"
"09/04/2025 20:00 - 09/04/2025 20:30","CTA|NIE","956.00","N/A"
"09/04/2025 20:30 - 09/04/2025 21:00","CTA|NIE","961.00","N/A"
"09/04/2025 21:00 - 09/04/2025 21:30","CTA|NIE","957.00","N/A"
"09/04/2025 21:30 - 09/04/2025 22:00","CTA|NIE","984.00","N/A"
"09/04/2025 22:00 - 09/04/2025 22:30","CTA|NIE","1007.00","N/A"
"09/04/2025 22:30 - 09/04/2025 23:00","CTA|NIE","959.00","N/A"
"09/04/2025 23:00 - 09/04/2025 23:30","CTA|NIE","906.00","N/A"
"09/04/2025 23:30 - 10/04/2025 00:00","CTA|NIE","840.00","N/A"
"10/04/2025 00:00 - 10/04/2025 00:30","CTA|NIE","770.00","N/A"
"10/04/2025 00:30 - 10/04/2025 01:00","CTA|NIE","722.00","N/A"
"10/04/2025 01:00 - 10/04/2025 01:30","CTA|NIE","673.00","N/A"
"10/04/2025 01:30 - 10/04/2025 02:00","CTA|NIE","647.00","N/A"
"10/04/2025 02:00 - 10/04/2025 02:30","CTA|NIE","625.00","N/A"
"10/04/2025 02:30 - 10/04/2025 03:00","CTA|NIE","619.00","N/A"
"10/04/2025 03:00 - 10/04/2025 03:30","CTA|NIE","612.00","N/A"
"10/04/2025 03:30 - 10/04/2025 04:00","CTA|NIE","630.00","N/A"
"10/04/2025 04:00 - 10/04/2025 04:30","CTA|NIE","623.00","N/A"
"10/04/2025 04:30 - 10/04/2025 05:00","CTA|NIE","615.00","N/A"
"10/04/2025 05:00 - 10/04/2025 05:30","CTA|NIE","612.00","N/A"
"10/04/2025 05:30 - 10/04/2025 06:00","CTA|NIE","608.00","N/A"
"10/04/2025 06:00 - 10/04/2025 06:30","CTA|NIE","619.00","N/A"
"10/04/2025 06:30 - 10/04/2025 07:00","CTA|NIE","643.00","N/A"
"10/04/2025 07:00 - 10/04/2025 07:30","CTA|NIE","689.00","N/A"
"10/04/2025 07:30 - 10/04/2025 08:00","CTA|NIE","754.00","N/A"
"10/04/2025 08:00 - 10/04/2025 08:30","CTA|NIE","849.00","N/A"
"10/04/2025 08:30 - 10/04/2025 09:00","CTA|NIE","958.00","N/A"
"10/04/2025 09:00 - 10/04/2025 09:30","CTA|NIE","1012.00","N/A"
"10/04/2025 09:30 - 10/04/2025 10:00","CTA|NIE","1028.00","N/A"
"10/04/2025 10:00 - 10/04/2025 10:30","CTA|NIE","1022.00","N/A"
"10/04/2025 10:30 - 10/04/2025 11:00","CTA|NIE","1014.00","N/A"
"10/04/2025 11:00 - 10/04/2025 11:30","CTA|NIE","982.00","N/A"
"10/04/2025 11:30 - 10/04/2025 12:00","CTA|NIE","959.00","N/A"
"10/04/2025 12:00 - 10/04/2025 12:30","CTA|NIE","944.00","N/A"
"10/04/2025 12:30 - 10/04/2025 13:00","CTA|NIE","928.00","N/A"
"10/04/2025 13:00 - 10/04/2025 13:30","CTA|NIE","913.00","N/A"
"10/04/2025 13:30 - 10/04/2025 14:00","CTA|NIE","906.00","N/A"
"10/04/2025 14:00 - 10/04/2025 14:30","CTA|NIE","887.00","N/A"
"10/04/2025 14:30 - 10/04/2025 15:00","CTA|NIE","856.00","N/A"
"10/04/2025 15:00 - 10/04/2025 15:30","CTA|NIE","847.00","N/A"
"10/04/2025 15:30 - 10/04/2025 16:00","CTA|NIE","849.00","N/A"
"10/04/2025 16:00 - 10/04/2025 16:30","CTA|NIE","838.00","N/A"
"10/04/2025 16:30 - 10/04/2025 17:00","CTA|NIE","851.00","N/A"
"10/04/2025 17:00 - 10/04/2025 17:30","CTA|NIE","866.00","N/A"
"10/04/2025 17:30 - 10/04/2025 18:00","CTA|NIE","905.00","N/A"
"10/04/2025 18:00 - 10/04/2025 18:30","CTA|NIE","938.00","N/A"
"10/04/2025 18:30 - 10/04/2025 19:00","CTA|NIE","956.00","N/A"
"10/04/2025 19:00 - 10/04/2025 19:30","CTA|NIE","958.00","N/A"
"10/04/2025 19:30 - 10/04/2025 20:00","CTA|NIE","947.00","N/A"
"10/04/2025 20:00 - 10/04/2025 20:30","CTA|NIE","940.00","N/A"
"10/04/2025 20:30 - 10/04/2025 21:00","CTA|NIE","939.00","N/A"
"10/04/2025 21:00 - 10/04/2025 21:30","CTA|NIE","935.00","N/A"
"10/04/2025 21:30 - 10/04/2025 22:00","CTA|NIE","954.00","N/A"
"10/04/2025 22:00 - 10/04/2025 22:30","CTA|NIE","983.00","N/A"
"10/04/2025 22:30 - 10/04/2025 23:00","CTA|NIE","936.00","N/A"
"10/04/2025 23:00 - 10/04/2025 23:30","CTA|NIE","884.00","N/A"
"10/04/2025 23:30 - 11/04/2025 00:00","CTA|NIE","835.00","N/A"
"11/04/2025 00:00 - 11/04/2025 00:30","CTA|NIE","765.00","N/A"
"11/04/2025 00:30 - 11/04/2025 01:00","CTA|NIE","720.00","N/A"
"11/04/2025 01:00 - 11/04/2025 01:30","CTA|NIE","672.00","N/A"
"11/04/2025 01:30 - 11/04/2025 02:00","CTA|NIE","644.00","N/A"
"11/04/2025 02:00 - 11/04/2025 02:30","CTA|NIE","623.00","N/A"
"11/04/2025 02:30 - 11/04/2025 03:00","CTA|NIE","618.00","N/A"
"11/04/2025 03:00 - 11/04/2025 03:30","CTA|NIE","609.00","N/A"
"11/04/2025 03:30 - 11/04/2025 04:00","CTA|NIE","626.00","N/A"
